tag,patterns,responses,patterns_str,responses_str,patterns_tokens,responses_tokens,patterns_len,responses_len,Sentiment,Sentiment_Score,Sentiment_Label
casual,fine,how were you feeling last week?,Oh I see. ok okay nice Whatever K Fine yeah yes no not really,Let's discuss further why you're feeling this way. How were you feeling last week? I'm listening. Please go on. Tell me more Can you elaborate on that? Come Come elucidate your thoughts,['fine'],"['how', 'were', 'you', 'feeling', 'last', 'week']",1,6,0.128,0.128,positive
fact-17,what is the difference between mental health professionals?,"there are many types of mental health professionals. the variety of providers and their services may be confusing. each have various levels of education, training, and may have different areas of expertise. finding the professional who best fits your needs may require some research.",What is the difference between mental health professionals?,"There are many types of mental health professionals. The variety of providers and their services may be confusing. Each have various levels of education, training, and may have different areas of expertise. Finding the professional who best fits your needs may require some research.","['what', 'is', 'the', 'difference', 'between', 'mental', 'health', 'professionals']","['there', 'are', 'many', 'types', 'of', 'mental', 'health', 'professionals', 'the', 'variety', 'of', 'providers', 'and', 'their', 'services', 'may', 'be', 'confusing', 'each', 'have', 'various', 'levels', 'of', 'education', 'training', 'and', 'may', 'have', 'different', 'areas', 'of', 'expertise', 'finding', 'the', 'professional', 'who', 'best', 'fits', 'your', 'needs', 'may', 'require', 'some', 'research']",8,44,0.5106,0.5106,positive
something-else,can we not talk about this?,alright no problem. is there something you want to talk about?,I want to talk about something else Let's talk about something else. Can we not talk about this? I don't want to talk about this.,Okay sure. What do you want to talk about? Alright no problem. Is there something you want to talk about? Is there something else that you want to talk about?,"['can', 'we', 'not', 'talk', 'about', 'this']","['alright', 'no', 'problem', 'is', 'there', 'something', 'you', 'want', 'to', 'talk', 'about']",6,11,-0.3818,-0.3818,negative
fact-2,what is the importance of mental health?,"maintaining mental health is crucial to stabilizing constructive behaviors, emotions, and thoughts. focusing on mental health care can increase productivity, enhance our self-image, and improve relationships.",Why is mental health important? What is the importance of mental health?,"Maintaining mental health is crucial to stabilizing constructive behaviors, emotions, and thoughts. Focusing on mental health care can increase productivity, enhance our self-image, and improve relationships.","['what', 'is', 'the', 'importance', 'of', 'mental', 'health']","['maintaining', 'mental', 'health', 'is', 'crucial', 'to', 'stabilizing', 'constructive', 'behaviors', 'emotions', 'and', 'thoughts', 'focusing', 'on', 'mental', 'health', 'care', 'can', 'increase', 'productivity', 'enhance', 'our', 'selfimage', 'and', 'improve', 'relationships']",7,26,0.8126,0.8126,positive
worthless,i feel so worthless.,i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.,I feel so worthless. No one likes me. I can't do anything. I am so useless Nothing makes sense anymore,It's only natural to feel this way. Tell me more. What else is on your mind? Let's discuss further why you're feeling this way. I first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change. i first want to let you know that you are not alone in your feelings and there is always someone there to help . you can always change your feelings and change your way of thinking by being open to trying to change.,"['i', 'feel', 'so', 'worthless']","['i', 'first', 'want', 'to', 'let', 'you', 'know', 'that', 'you', 'are', 'not', 'alone', 'in', 'your', 'feelings', 'and', 'there', 'is', 'always', 'someone', 'there', 'to', 'help', 'you', 'can', 'always', 'change', 'your', 'feelings', 'and', 'change', 'your', 'way', 'of', 'thinking', 'by', 'being', 'open', 'to', 'trying', 'to', 'change']",4,42,0.5775,0.5775,positive
thanks,thanks for the help,you're most welcome!,Thanks Thank you That's helpful Thanks for the help Than you very much,Happy to help! Any time! My pleasure You're most welcome!,"['thanks', 'for', 'the', 'help']","['youre', 'most', 'welcome']",4,3,0.5551,0.5551,positive
fact-31,what's the difference between anxiety and stress?,"stress and anxiety are often used interchangeably, and there is overlap between stress and anxiety. stress is related to the same fight, flight, or freeze response as anxiety, and the physical sensations of anxiety and stress may be very similar. the cause of stress and anxiety are usually different, however. stress focuses on mainly external pressures on us that we're finding hard to cope with. when we are stressed, we usually know what we're stressed about, and the symptoms of stress typically disappear after the stressful situation is over. anxiety, on the other hand, isn't always as easy to figure out. anxiety focuses on worries or fears about things that could threaten us, as well as anxiety about the anxiety itself. stress and anxiety are both part of being human, but both can be problems if they last for a long time or have an impact on our well-being or daily life.",What's the difference between anxiety and stress?,"Stress and anxiety are often used interchangeably, and there is overlap between stress and anxiety. Stress is related to the same fight, flight, or freeze response as anxiety, and the physical sensations of anxiety and stress may be very similar. The cause of stress and anxiety are usually different, however. Stress focuses on mainly external pressures on us that we're finding hard to cope with. When we are stressed, we usually know what we're stressed about, and the symptoms of stress typically disappear after the stressful situation is over. Anxiety, on the other hand, isn't always as easy to figure out. Anxiety focuses on worries or fears about things that could threaten us, as well as anxiety about the anxiety itself. Stress and anxiety are both part of being human, but both can be problems if they last for a long time or have an impact on our well-being or daily life.","['whats', 'the', 'difference', 'between', 'anxiety', 'and', 'stress']","['stress', 'and', 'anxiety', 'are', 'often', 'used', 'interchangeably', 'and', 'there', 'is', 'overlap', 'between', 'stress', 'and', 'anxiety', 'stress', 'is', 'related', 'to', 'the', 'same', 'fight', 'flight', 'or', 'freeze', 'response', 'as', 'anxiety', 'and', 'the', 'physical', 'sensations', 'of', 'anxiety', 'and', 'stress', 'may', 'be', 'very', 'similar', 'the', 'cause', 'of', 'stress', 'and', 'anxiety', 'are', 'usually', 'different', 'however', 'stress', 'focuses', 'on', 'mainly', 'external', 'pressures', 'on', 'us', 'that', 'were', 'finding', 'hard', 'to', 'cope', 'with', 'when', 'we', 'are', 'stressed', 'we', 'usually', 'know', 'what', 'were', 'stressed', 'about', 'and', 'the', 'symptoms', 'of', 'stress', 'typically', 'disappear', 'after', 'the', 'stressful', 'situation', 'is', 'over', 'anxiety', 'on', 'the', 'other', 'hand', 'isnt', 'always', 'as', 'easy', 'to', 'figure', 'out', 'anxiety', 'focuses', 'on', 'worries', 'or', 'fears', 'about', 'things', 'that', 'could', 'threaten', 'us', 'as', 'well', 'as', 'anxiety', 'about', 'the', 'anxiety', 'itself', 'stress', 'and', 'anxiety', 'are', 'both', 'part', 'of', 'being', 'human', 'but', 'both', 'can', 'be', 'problems', 'if', 'they', 'last', 'for', 'a', 'long', 'time', 'or', 'have', 'an', 'impact', 'on', 'our', 'wellbeing', 'or', 'daily', 'life']",7,152,-0.9808,-0.9808,negative
greeting,hola,hello there. glad to see you're back. what's going on in your world right now?,Hi Hey Is anyone there? Hi there Hello Hey there Howdy Hola Bonjour Konnichiwa Guten tag Ola,Hello there. Tell me how are you feeling today? Hi there. What brings you here today? Hi there. How are you feeling today? Great to see you. How do you feel currently? Hello there. Glad to see you're back. What's going on in your world right now?,['hola'],"['hello', 'there', 'glad', 'to', 'see', 'youre', 'back', 'whats', 'going', 'on', 'in', 'your', 'world', 'right', 'now']",1,15,0.4588,0.4588,positive
fact-1,what is mental health?,"mental health includes our emotional, psychological, and social well-being. it affects how we think, feel, and act. it also helps determine how we handle stress, relate to others, and make choices.",What is mental health? Define Mental Health,"Mental health is a state of well-being in which the individual realizes his or her own abilities, can cope with the normal stresses of life, can work productively and fruitfully, and is able to make a contribution to his or her community Mental health includes our emotional, psychological, and social well-being. It affects how we think, feel, and act. It also helps determine how we handle stress, relate to others, and make choices.","['what', 'is', 'mental', 'health']","['mental', 'health', 'includes', 'our', 'emotional', 'psychological', 'and', 'social', 'wellbeing', 'it', 'affects', 'how', 'we', 'think', 'feel', 'and', 'act', 'it', 'also', 'helps', 'determine', 'how', 'we', 'handle', 'stress', 'relate', 'to', 'others', 'and', 'make', 'choices']",4,31,0.1027,0.1027,positive
sad,i feel down,"i'm sorry to hear that. i'm here for you. talking about it might help. so, tell me why do you think you're feeling this way?",I am feeling lonely I am so lonely I feel down I feel sad I am sad I feel so lonely I feel empty I don't have anyone,"I'm sorry to hear that. I'm here for you. Talking about it might help. So, tell me why do you think you're feeling this way? I'm here for you. Could you tell me why you're feeling this way? Why do you think you feel this way? How long have you been feeling this way?","['i', 'feel', 'down']","['im', 'sorry', 'to', 'hear', 'that', 'im', 'here', 'for', 'you', 'talking', 'about', 'it', 'might', 'help', 'so', 'tell', 'me', 'why', 'do', 'you', 'think', 'youre', 'feeling', 'this', 'way']",3,25,0.4404,0.4404,positive
sad,i feel empty,how long have you been feeling this way?,I am feeling lonely I am so lonely I feel down I feel sad I am sad I feel so lonely I feel empty I don't have anyone,"I'm sorry to hear that. I'm here for you. Talking about it might help. So, tell me why do you think you're feeling this way? I'm here for you. Could you tell me why you're feeling this way? Why do you think you feel this way? How long have you been feeling this way?","['i', 'feel', 'empty']","['how', 'long', 'have', 'you', 'been', 'feeling', 'this', 'way']",3,8,0.128,0.128,positive
